id_poliza,fecha_emision,id_cliente,id_corredor,id_aseguradora,id_tipo_seguro,prima,comision,monto_asegurado
10269,,1344,50,1,1,214.37,18.74,
10270,,2009,27,6,10,956.06,220.7,177852.76
10271,,651,9,9,5,1218.35,,194252.95
10272,,2301,34,6,10,1736.39,,
10273,,2964,22,7,6,,71.41,94972.26
10274,,1214,114,4,12,1752.93,385.9,289983.11
10275,,2641,19,13,3,,238.52,122159.16
10276,,2952,19,14,5,962.94,161.8,44830.43
10277,,880,28,5,3,1960.46,306.22,235425.21
10278,,982,70,1,10,,205.43,148604.17
10279,,2300,61,8,7,1805.63,251.79,98931.4
10280,,1891,15,12,4,1815.49,414.75,360050.75
10281,,1441,47,6,2,,,58338.25
10282,2026-01-02,2634,119,6,5,1758.91,293.99,284798.19
10283,2025-04-09,2352,31,3,1,189.19,10.84,4732.18
10284,,3592,53,2,6,1993.85,351.5,384714.35
10285,,107,46,7,6,1463.85,,47734.18
10286,,1385,35,7,2,1352.34,217.68,109396.95
10287,,1407,56,12,9,1714.1,125.78,106909.92
10288,2025-10-11,1263,24,8,6,1935.23,,204169.76
10289,,2232,65,14,2,,257.24,186013.69
10290,,1320,50,15,3,365.63,88.16,18920.53
10291,2026-02-14,2978,11,8,7,377.89,35.66,46374.5
10292,2025-01-05,2580,14,7,2,986.06,126.55,108954.48
10293,,1868,74,6,1,1306.59,,139360.03
10294,,2298,73,3,10,,51.69,115642.2
10295,,1215,73,15,9,182.28,34.23,30764.07
10296,,2530,22,8,9,1611.31,260.66,194763.4
10297,,1119,16,9,5,1678.82,393.19,195950.89
10298,,1862,15,10,10,,8.12,2111.54
10299,,1452,52,7,5,1291.53,222.7,72542.67
10300,,2056,48,13,5,1309.47,103.06,169306.8
10301,2025-11-06,437,42,2,3,70.99,4.69,12373.39
10302,,1451,75,10,5,621.3,1096.28,84405.71
10303,,1051,6,1,5,839.83,,90522.32
10304,,2323,15,1,11,,,76718.96
10305,,1512,115,1,1,,202.17,173573.19
10306,,1498,73,4,2,749.48,168.16,21896.92
10307,,124,71,12,3,1171.26,68.57,179429.12
10308,,2270,62,10,5,1600.33,,215789.06
10309,,1689,5,5,5,1824.66,,
10310,,1605,53,11,9,1249.86,66.11,151486.81
10311,,2308,53,12,6,,,
10312,,2155,26,8,10,,347.02,110168.36
10313,,2226,39,13,11,1765.62,266.33,208980.03
10314,,1837,49,8,6,,16.56,2682.53
10315,,2041,3,9,2,,172.62,81451.95
10316,,2932,5,15,9,1376.54,90.82,256365.52
10317,,1467,30,13,7,1646.83,264.61,179232.58
10318,,577,77,4,9,,55.89,140578.53
10319,,2474,14,4,4,820.03,140.4,71704.3
10320,2025-02-21,1236,72,5,1,,161.57,
10321,,39,6,8,12,701.57,54.65,131355.22
10322,,2296,70,14,2,1823.34,276.54,145995.84
10323,2025-01-03,1387,14,7,4,1328.72,305.17,184363.21
10324,,1719,53,4,9,1188.14,282.61,
10325,,739,35,13,10,,,35108.82
10326,,2683,56,4,2,408.48,,17487.65
10327,,2683,65,12,11,1399.13,344.59,59074.78
10328,,1034,53,8,1,1647.74,93.25,278865.64
10329,,553,36,10,5,,8.6,2856.52
10330,,1650,60,2,5,70.8,,5314.72
10331,2025-10-22,1703,35,4,5,1577.98,331.97,
10332,,566,47,6,8,967.08,95.53,191786.5
10333,,2324,24,3,11,157.13,34.2,17405.94
10334,,3869,48,2,11,1150.15,248.81,
10335,,2662,77,3,6,872.98,119.13,113747.6
10336,,1866,4,15,2,,,191169.48
10337,,520,21,2,12,1913.42,178.94,
10338,,2019,36,7,8,809.17,,53304.22
10339,,2730,54,11,6,,208.61,106937.41
10340,,1991,102,5,6,868.19,192.27,38154.62
10341,,1527,63,6,12,502.55,,15197.81
10342,,2277,42,13,1,1567.32,158.91,187486.59
10343,,348,48,2,5,512.11,,55259.91
10344,,1527,40,5,1,184.7,,
10345,,2309,42,2,6,,70.45,31073.28
10346,,2248,43,9,11,,41.57,
10347,,2865,75,4,12,366.03,27.2,
10348,,552,15,14,3,200.88,31.48,33570.31
10349,,2960,40,10,6,1732.88,,316926.24
10350,,701,52,4,12,1942.08,334.49,251945.61
10351,2025-11-19,1040,21,10,1,1069.95,197.56,
10352,2025-06-08,1067,7,4,5,133.55,18.73,23357.84
10353,,741,8,8,8,576.53,,27422.33
10354,,74,23,4,12,,47.44,115580.15
10355,,207,39,5,12,309.35,52.06,40151.62
10356,,1791,68,6,2,,315.04,279573.74
10357,,2265,36,9,3,506.46,42.16,71868.2
10358,,2139,18,5,7,,93.0,133495.62
10359,,2927,74,8,4,226.59,47.26,28869.42
10360,,1438,56,14,3,,61.83,
10361,,2269,21,13,7,1439.53,174.76,
10362,,3537,20,6,11,1733.26,245.46,70300.34
10363,,1517,57,12,1,1212.82,161.13,47373.07
10364,,1938,16,3,2,1124.6,225.07,61676.5
10365,,2114,45,11,3,1734.15,,
10366,,1073,42,11,2,1288.14,277.14,
10367,,2557,2,2,4,773.45,109.44,62962.29
10368,,2222,49,6,8,1210.35,227.88,66023.8
10369,,1659,27,15,6,,129.08,89136.59
10370,,1290,26,2,5,1455.97,301.38,168397.59
10371,,2709,13,1,3,,41.53,
10372,,1108,46,10,2,1351.91,192.91,248619.57
10373,,1372,35,11,6,1366.98,236.23,53262.3
10374,,1539,30,10,8,425.73,,
10375,,1073,47,15,1,1653.24,133.38,124723.63
10376,,1277,43,3,1,1685.21,369.17,138151.27
10377,,406,37,14,7,1485.26,,
10378,,1773,5,1,11,1347.88,334.52,37729.0
10379,,2559,62,5,1,1504.04,360.12,206448.53
10380,,1641,69,14,6,1315.62,213.9,226649.29
10381,,2567,33,2,7,457.45,76.66,90881.26
10382,,1892,63,12,4,,285.67,86816.25
10383,,223,51,8,3,1284.56,127.28,145252.53
10384,2025-04-27,381,33,10,5,1415.22,305.22,
10385,2025-07-19,913,64,13,12,543.26,107.58,65250.49
10386,2025-07-11,2384,14,6,12,,,221312.01
10387,,2967,16,13,12,177.05,,27829.15
10388,,3703,33,10,8,1787.43,438.07,343633.82
10389,,513,54,6,2,1455.13,,149142.27
10390,,2745,60,10,3,84.89,8.66,6489.92
10391,2025-03-02,18,80,15,7,1046.34,126.62,118833.5
10392,,2511,29,8,5,,156.16,174783.44
10393,,2254,36,15,3,1104.38,162.71,
10394,,1134,15,6,11,,,239600.58
10395,,2113,44,9,2,1883.96,420.35,329650.25
10396,,662,76,12,5,770.54,143.42,55055.86
10397,,36,55,3,4,,267.49,109670.84
10398,2025-03-08,2799,75,6,9,1799.7,278.41,239245.97
10399,,2701,26,6,9,1829.21,192.04,87962.91
10400,,753,56,5,10,492.28,89.55,91455.37
10401,2025-05-02,2139,3,5,1,1206.08,,
10402,,2140,44,15,2,1855.88,200.41,305330.05
10403,2025-04-05,2988,61,7,4,1204.65,287.76,29731.87
10404,2025-09-28,1876,1,1,4,1163.78,97.62,130705.92
10405,,2295,28,7,1,517.19,52.57,90405.21
10406,,2993,72,14,2,596.1,,65646.18
10407,,597,19,12,10,1553.23,,63499.25
10408,,1983,79,6,7,1920.08,123.48,
10409,,2363,30,1,6,1070.03,158.62,110365.17
10410,,1561,66,5,6,1770.63,304.8,213403.56
10411,2025-02-02,2819,15,4,2,546.58,64.38,50124.45
10412,2025-02-22,203,78,14,12,657.55,,14526.46
10413,,1596,79,14,5,,181.04,27395.48
10414,2025-12-21,1838,61,8,1,,34.28,
10415,,2154,36,1,4,754.32,62.61,142206.22
10416,,1988,68,11,6,1461.2,257.14,40391.31
10417,2025-05-07,2591,1,7,9,,87.85,102398.01
10418,,1724,74,9,10,591.1,111.82,24420.03
10419,,1642,22,11,7,1943.96,,261602.7
10420,,1724,76,7,4,532.8,,
10421,2025-10-01,692,32,6,5,1780.78,217.42,330746.3
10422,,887,43,13,7,568.69,132.01,46934.53
10423,,2162,30,12,3,796.83,169.97,102844.01
10424,,1361,61,10,3,,7.83,11642.93
10425,,131,51,10,8,1154.06,69.65,55281.24
10426,2025-08-27,2145,31,4,7,1107.68,184.06,162509.39
10427,,885,16,7,1,1415.79,,239761.92
10428,,975,17,12,7,,122.22,224006.54
10429,,3603,79,10,9,1876.58,376.94,188373.75
10430,,785,44,15,5,432.59,32.37,51140.26
10431,,2449,39,8,7,1083.61,,52951.93
10432,,1046,40,5,3,1543.2,,263412.69
10433,,515,29,2,1,739.88,129.36,110152.93
10434,,1564,4,14,5,1566.1,,153030.42
10435,2025-10-08,2629,5,4,7,1990.06,491.95,54501.69
10436,2025-07-09,2678,77,1,4,76.98,8.38,6432.63
10437,,651,58,4,9,1249.3,138.61,124610.81
10438,,367,17,1,8,1380.06,229.9,
10439,2025-03-06,764,19,1,5,744.04,134.7,86602.28
10440,2025-09-30,1570,21,11,10,1077.82,228.65,
10441,,1347,75,4,1,832.79,197.91,44224.84
10442,,936,31,13,3,466.57,84.93,48808.17
10443,,1256,37,8,6,,51.84,85834.18
10444,2025-04-12,2784,18,15,12,291.6,,20167.24
10445,2025-11-28,65,1,9,9,844.69,,
10446,,449,22,8,5,1847.49,163.73,
10447,,2342,80,5,5,1800.1,212.6,343384.89
10448,,98,56,7,3,1467.44,263.41,278455.45
10449,,1045,34,3,4,1950.72,173.83,
10450,,1022,12,10,6,491.16,37.02,72714.81
10451,,2180,78,2,3,1852.86,200.05,346913.51
10452,,431,109,1,10,239.8,43.68,
10453,,658,80,3,1,844.37,,106327.75
10454,,2961,43,5,11,,91.86,71227.11
10455,,434,29,1,7,1246.29,,39815.18
10456,,2100,17,10,2,1558.4,,195882.02
10457,,2797,36,5,3,,19.01,7739.22
10458,2025-08-13,104,7,12,10,228.88,,30829.47
10459,,706,74,3,7,382.12,95.36,70436.17
10460,,2475,42,3,10,,38.43,47400.1
10461,,1586,6,14,6,128.13,28.68,19523.14
10462,,2445,35,5,1,1889.08,424.63,195476.74
10463,,2142,7,11,5,507.82,68.88,39994.11
10464,2025-04-02,2042,3,1,8,1916.6,,
10465,,449,25,12,3,1859.94,94.3,252661.6
10466,2025-06-22,1091,76,2,4,1954.45,332.36,302609.65
10467,2025-12-08,862,11,11,5,,,63206.62
10468,,2839,7,13,12,947.42,146.3,122464.6
10469,,1344,9,1,1,,64.47,42950.3
10470,2025-05-16,846,76,1,8,715.45,77.41,23813.68
10471,2025-10-13,66,63,8,10,1213.47,291.29,160971.71
10472,,1754,57,13,4,374.93,37.35,8351.22
10473,,157,9,5,4,1986.95,273.19,222386.95
10474,,90,61,13,10,276.27,21.74,37500.05
10475,2025-09-07,1355,75,13,4,200.03,19.72,23218.54
10476,,1272,16,8,10,1512.52,321.79,217855.32
10477,,2299,46,5,7,1718.83,217.86,
10478,,182,57,8,8,448.69,,35880.69
10479,,316,43,14,2,1253.75,234.9,
10480,,1763,72,1,3,999.3,186.89,27879.43
10481,,84,36,11,11,220.23,31.02,31132.02
10482,,1643,36,14,2,1164.88,253.94,
10483,,2314,34,6,6,214.48,,42064.21
10484,,2687,75,6,10,1016.16,78.94,40410.14
10485,,2651,12,12,4,,84.0,103445.76
10486,,853,36,1,3,360.31,44.64,24520.99
10487,,2279,37,4,3,223.26,15.62,17094.58
10488,,2453,78,3,12,1694.9,117.21,
10489,,2091,43,7,3,1887.12,411.12,264606.18
10490,2025-08-30,1806,12,13,8,1121.14,,
10491,,3707,15,1,12,63.35,7.22,11122.15
10492,2025-08-05,2231,79,14,5,344.24,80.58,18526.92
10493,,1835,47,2,12,,95.99,
10494,,822,77,14,9,224.45,30.08,9014.6
10495,2025-10-28,2151,70,3,5,97.21,10.05,
10496,,1929,51,7,11,,107.06,67323.22
10497,,2458,51,9,10,416.86,77.68,
10498,,148,54,7,7,,235.83,
10499,,2523,59,5,11,1401.09,339.66,117115.34
10500,2025-08-12,2113,61,12,10,1977.11,303.83,195599.27
10501,2025-07-12,727,50,10,12,,74.28,54722.13
10502,,1492,61,1,11,1566.83,172.45,200275.33
10503,,2758,27,2,6,990.89,64.27,65727.64
10504,,884,75,3,4,939.07,121.77,117629.19
10505,,2835,68,3,1,618.49,124.33,
10506,,1944,2,15,3,1483.4,269.12,195748.38
10507,2025-03-19,2432,73,15,5,296.54,57.53,31996.55
10508,,1196,71,11,6,1336.12,169.8,64958.31
10509,,1011,13,2,5,1122.47,58.83,79902.76
10510,,1768,32,15,8,1969.93,424.04,187781.03
10511,,1161,74,14,11,657.18,,26842.69
10512,,1901,49,9,7,1667.37,101.45,303341.39
10513,,2278,34,11,10,621.24,152.91,20219.3
10514,,599,32,7,9,,47.14,56391.47
10515,,1950,4,11,6,1124.43,144.45,145686.78
10516,,2503,74,1,4,802.37,47.83,42870.44
10517,,2005,77,1,11,1967.78,295.73,392007.17
10518,2025-12-04,1646,46,3,9,1123.29,273.81,99984.97
10519,,1016,38,2,2,1475.62,175.47,
10520,,1013,28,3,8,1520.58,,301737.75
10521,,524,16,2,4,471.14,94.49,45156.23
10522,,2532,64,10,7,1837.97,286.02,340994.91
10523,,1885,38,4,12,71.7,,
10524,,882,26,11,5,,121.29,72156.15
10525,,1610,61,12,10,1034.0,254.12,86908.35
10526,,1972,34,12,11,1931.45,340.43,320263.83
10527,,2986,32,5,7,1772.38,,324409.71
10528,2025-08-24,967,30,8,5,379.07,45.19,
10529,,2521,5,10,4,1847.25,,209204.12
10530,,83,2,7,7,,,
10531,,2016,47,14,5,168.7,,
10532,,2336,73,8,3,271.64,27.34,
10533,,1336,2,7,4,1474.66,152.6,
10534,,831,24,15,1,1079.7,109.57,80772.41
10535,2025-11-14,3527,53,9,1,944.6,198.55,123034.73
10536,,231,45,6,9,1209.52,122.38,202071.25
10537,,2441,62,12,10,,264.45,44111.03
10538,,580,45,15,1,668.68,34.91,50760.14
10539,,1771,1,3,1,1798.68,,50871.05
10540,,2566,68,3,5,869.28,54.94,
10541,,1821,71,15,4,441.07,100.64,
10542,2025-09-20,892,61,11,12,,205.16,55609.21
10543,,552,1,11,1,578.71,132.09,69543.91
10544,2025-12-07,2208,39,6,9,1075.38,221.53,156546.36
10545,,2485,65,13,4,1647.04,290.67,239156.13
10546,2026-01-27,2462,8,9,3,494.04,104.57,62207.46
10547,,505,6,11,12,,103.5,16964.64
10548,,694,65,9,11,1853.2,,306921.41
10549,,1944,72,8,1,233.17,42.09,28952.52
10550,,2040,56,3,3,1098.81,246.47,55815.75
10551,,1167,43,13,5,834.02,120.59,33800.67
10552,,2869,21,12,8,,,
10553,,1978,71,14,12,319.65,47.99,
10554,,2768,46,11,2,1613.96,,209142.85
10555,,980,34,4,10,92.89,12.21,18115.02
10556,,1767,13,9,9,,124.51,78218.25
10557,,2115,27,4,12,1242.25,193.31,57811.28
10558,,113,65,8,8,,49.44,34393.76
10559,,655,62,14,11,1215.55,96.85,24864.88
10560,,1438,66,5,9,782.1,,
10561,,214,79,4,6,123.94,,
10562,,2161,12,13,2,1570.89,,50168.05
10563,2025-07-03,2265,5,9,8,886.72,185.91,174642.78
10564,,1605,51,15,12,1392.72,213.86,221860.89
10565,2026-01-11,1275,30,14,9,1810.38,,109482.35
10566,,1247,24,6,4,111.12,16.97,8345.65
10567,2025-07-27,554,64,7,1,119.78,,
10568,,2053,66,13,8,,184.72,149583.29
10569,,848,34,3,2,,247.54,156687.1
10570,2025-11-24,2616,44,7,11,1251.86,132.57,31097.97
10571,,242,68,7,3,1132.71,77.81,191833.14
10572,,21,27,11,11,,435.36,
10573,,1202,31,11,12,904.64,206.93,
10574,,2159,28,5,5,,47.45,61381.18
10575,,2156,1,9,6,1142.58,156.98,38742.55
10576,2025-01-18,690,3,15,8,1616.27,358.75,48763.26
10577,,874,15,11,2,1092.18,155.69,95515.98
10578,,2230,52,8,1,,161.32,219719.74
10579,,536,58,7,9,1552.43,173.88,141503.15
10580,,537,13,2,11,458.43,,20828.4
10581,,2056,74,7,12,130.23,27.02,7750.52
10582,,2999,34,15,5,,243.55,288174.57
10583,,1879,5,9,3,,34.88,104372.65
10584,,471,35,7,2,786.37,141.64,17434.85
10585,,1079,32,9,8,1512.14,342.36,181242.94
10586,,991,2,14,11,1743.28,404.73,181608.74
10587,,668,24,7,6,1589.8,183.94,287090.13
10588,,2820,70,8,3,,270.74,241447.46
10589,,2280,16,6,7,453.69,,46117.43
10590,,1781,73,9,12,1770.5,138.45,261354.88
10591,,2232,37,15,5,1785.81,161.45,220233.4
10592,,1971,39,10,6,1380.58,2144.4,144675.24
10593,,1017,46,10,3,222.25,44.16,14355.84
10594,,1381,46,11,11,263.79,38.23,48982.23
10595,,2186,54,6,2,808.6,147.76,99404.32
10597,,872,78,7,8,231.11,14.15,
10598,,1869,51,11,11,1015.22,54.4,
10599,,540,43,7,2,220.18,,24877.04
10600,,288,56,8,9,976.26,105.03,108173.26
10601,,595,25,10,4,817.63,,
10602,,61,4,7,8,900.44,128.11,
10603,2025-07-03,424,52,13,3,386.44,64.96,22183.78
10604,2025-08-18,1698,59,12,9,,,146017.09
10605,,26,65,1,6,623.62,42.91,107548.13
10606,,689,65,12,9,1442.89,159.76,275904.04
10607,2025-06-16,2670,52,7,12,,,354195.34
10608,2025-12-27,2266,45,15,5,1231.79,131.63,
10609,,208,60,5,11,1278.64,,170167.52
10610,,2103,3,4,10,543.54,54.69,
10611,,672,34,9,1,1691.35,120.71,
10612,,2261,23,5,7,1982.68,,373547.53
10613,,230,20,3,3,1494.35,78.35,74260.72
10614,2025-03-10,2777,63,8,4,1213.7,274.07,124688.22
10615,,1967,20,2,1,437.14,55.33,77229.01
10616,,665,29,13,11,1099.25,226.98,
10617,2025-09-29,23,52,7,8,1046.34,261.28,90985.44
10618,,1188,69,3,2,1463.88,355.17,
10619,,1482,27,15,1,316.05,,
10620,,1918,73,8,3,1261.54,72.74,197341.65
10621,,61,43,15,1,549.57,,42699.85
10622,2025-04-24,843,23,6,3,1149.08,244.14,136452.38
10623,,2846,9,3,3,1965.57,442.79,101144.36
10624,,1779,42,6,10,777.73,1120.36,
10625,,359,75,10,10,980.64,190.64,162304.03
10626,,1598,6,4,12,,91.64,
10627,2025-11-25,244,69,8,11,1747.44,,158350.36
10628,,3796,17,1,10,859.99,84.79,100980.81
10629,,2092,45,11,3,,222.19,165615.88
10630,,686,9,9,10,,,97088.35
10631,2025-07-17,487,39,10,3,1396.23,194.47,121129.23
10632,2026-01-29,2698,116,7,6,639.38,106.79,107743.51
10633,,127,9,6,7,,239.52,119103.64
10634,,1567,69,10,1,1566.81,,173748.03
10635,,1696,45,2,12,1974.01,129.95,341176.83
10636,,770,47,14,11,664.7,47.33,70877.23
10637,,1386,30,9,5,757.67,111.73,116707.15
10638,,992,20,5,4,1364.6,157.25,85923.73
10639,,1276,95,12,12,1049.81,,140992.76
10640,,1468,45,5,6,,,125526.48
10641,,919,42,6,6,137.76,26.82,
10642,2025-11-27,336,37,9,5,882.08,,101934.47
10643,,2744,23,9,11,886.35,57.49,87204.19
10644,,1257,8,13,5,,148.85,21334.22
10645,,1242,75,15,11,64.98,7.24,5445.45
10646,,803,75,3,5,1937.62,300.67,237653.82
10647,,1102,56,8,9,727.22,,47585.87
10649,2025-06-14,429,13,11,12,111.92,8.63,3206.75
10650,2025-09-14,1748,53,2,8,756.55,141.97,94054.07
10651,,778,77,7,12,,,75233.35
10652,,1543,77,10,2,1672.66,345.26,274032.97
10653,,2014,33,3,2,966.45,127.37,163169.08
10654,,739,17,3,8,1269.94,228.4,
10655,,844,48,7,11,1503.09,258.36,232315.12
10656,,379,12,8,1,,,169518.56
10657,,2988,62,3,6,196.17,19.5,29972.77
10658,,2375,39,10,11,1259.59,234.5,55488.57
10659,,1675,11,7,2,959.86,,
10660,2026-02-15,687,37,2,2,1973.95,362.55,145221.47
10661,,258,77,2,9,903.37,208.42,19574.96
10662,,801,47,1,11,1553.41,,
10663,,311,40,5,9,,90.94,160191.11
10664,,764,76,8,9,185.05,30.9,20920.45
10665,,2033,56,13,5,923.07,94.46,163898.45
10666,,2474,77,1,9,679.97,79.45,90717.01
10667,2025-07-04,633,70,13,11,,29.35,56943.27
10668,,2355,74,2,4,1244.29,202.15,195518.7
10669,,1018,67,3,6,865.29,114.12,120877.18
10670,,2971,8,14,6,1718.28,,271652.18
10671,,1644,71,4,4,,,
10672,,1661,5,13,12,235.71,13.76,10745.19
10673,2025-11-29,1198,2,2,8,,75.12,64181.63
10675,2025-10-05,1127,14,4,4,839.36,,
10676,,1508,41,14,5,174.48,17.7,17288.86
10677,,828,25,14,8,115.08,,
10678,,2613,52,14,10,1535.79,201.62,268927.73
10679,2025-02-02,915,26,8,6,106.79,25.42,18105.27
10680,,630,16,13,8,1703.48,113.74,64407.67
10681,,1989,62,2,12,316.42,26.49,36764.95
10682,,2550,52,8,2,769.66,190.97,124274.52
10683,,1906,57,14,9,243.34,60.52,9138.49
10684,2025-03-06,391,63,12,2,,84.73,
10685,2025-09-02,359,69,3,5,,34.71,
10686,,1776,67,2,7,212.24,39.37,
10687,,167,2,11,3,701.49,,115840.31
10688,,412,45,11,9,1416.1,224.3,251984.32
10689,,2237,79,8,8,,2826.89,242105.53
10690,,834,12,12,2,1117.04,175.59,164981.44
10691,2025-06-12,1113,50,7,3,870.83,214.38,54858.5
10692,,1645,33,13,7,317.19,25.24,38438.67
10693,2025-07-29,635,26,6,12,144.56,22.22,19198.06
10694,,1677,12,4,9,1036.33,,
10695,2025-09-21,216,7,13,11,1218.59,,143565.07
10696,,2018,26,9,6,1160.4,,24525.22
10697,,1831,1,5,8,296.56,19.67,25083.37
10698,,853,27,14,12,,68.34,62219.55
10699,2025-09-19,1269,78,3,11,388.61,36.53,64824.16
10700,,2856,49,11,6,897.14,91.89,86074.7
10701,,918,55,2,10,198.07,,28698.36
10702,,1746,78,10,3,,201.98,23827.11
10703,,1516,10,4,8,329.93,,27950.49
10704,,2072,32,13,6,,152.34,18425.79
10705,,1081,59,13,5,1011.18,100.41,
10706,,2145,31,9,2,135.13,,
10707,2025-07-15,2836,65,12,12,,61.76,
10708,,2880,31,5,12,1519.52,227.86,144063.45
10709,,1028,65,13,12,126.35,,22476.4
10710,,879,8,4,9,,,139270.23
10711,,1596,28,14,4,757.42,146.89,138427.21
10712,,132,59,4,8,935.15,115.79,51963.03
10714,,2757,22,12,12,,334.22,43621.65
10715,,566,7,15,1,,345.86,277581.69
10716,,712,66,4,8,307.7,,59299.83
10717,,2771,77,11,8,588.87,134.77,75127.96
10718,,496,20,5,5,976.24,117.18,175315.4
10719,,2567,54,8,3,894.67,176.65,150856.19
10720,,2595,55,3,9,1644.34,177.29,61413.48
10721,,834,31,14,3,,53.7,104665.91
10722,,116,74,7,5,908.93,176.45,78326.69
10723,,1102,59,3,6,,42.8,95255.06
10724,,2473,63,13,4,1018.39,142.27,35122.92
10725,2025-07-14,2954,39,9,12,1057.91,125.64,
10726,,2373,77,3,7,1281.05,273.79,
10727,,2081,40,13,2,,,
10728,,685,62,8,11,280.91,24.27,45017.25
10729,,2430,57,9,10,1092.08,80.94,
10730,,1136,35,14,9,,77.85,131473.3
10731,,2760,51,15,2,,63.29,15153.97
10732,,1245,54,5,2,1246.75,,67022.94
10733,,2531,58,3,5,1715.61,312.01,284422.96
10734,2026-01-02,2471,11,8,2,1868.32,276.6,
10735,,60,35,11,7,1044.56,120.97,
10736,,1113,42,9,9,1976.92,312.68,322248.08
10737,,777,34,15,3,1637.79,,106029.13
10738,,1900,69,9,3,,,248425.47
10739,,2552,9,7,9,,47.62,75997.76
10740,,2172,80,1,10,1597.28,351.68,258924.81
10741,,1761,37,6,2,,335.29,175954.54
10742,,1513,41,13,5,1820.1,453.61,241134.48
10743,,917,17,12,12,1399.71,328.83,120224.64
10744,,1907,48,11,9,526.19,,79904.54
10745,2025-05-15,1042,26,7,1,,70.79,49638.65
10746,,1491,14,5,1,,76.62,26843.84
10747,2025-12-06,2782,68,14,1,257.6,18.53,
10748,2026-01-19,996,22,4,11,1368.7,215.4,249754.02
10749,,2453,61,10,9,705.83,163.21,29792.14
10750,,45,22,9,10,939.02,190.32,
10751,,1201,72,10,5,,69.31,
10752,,368,55,3,11,1519.89,378.48,235578.39
10753,2025-05-14,1098,36,12,4,470.61,114.15,65036.85
10754,,381,66,1,1,1596.78,397.47,98759.67
10755,,82,50,3,6,1003.06,158.56,175376.69
10756,,2991,47,15,12,619.65,,64308.48
10757,2025-07-31,1311,9,14,4,1238.34,,172074.32
10758,,2185,52,2,12,895.33,64.89,58648.7
10759,2025-05-12,3867,61,14,5,495.69,76.1,
10760,,1959,26,14,2,1343.45,263.6,111676.22
10761,,2236,8,6,12,1532.93,316.38,255850.98
10762,,656,58,15,10,616.55,76.21,46736.96
10763,,1973,42,9,3,709.97,86.54,71221.2
10764,,1363,51,7,5,,,1574.84
10765,2026-02-08,474,79,5,2,229.82,,
10766,,2368,1,3,11,978.02,218.54,96861.07
10767,,2158,26,12,11,812.6,201.58,91042.98
10768,2025-05-08,74,7,3,10,,134.86,32365.18
10769,,2565,7,4,10,496.49,122.11,
10770,,1516,57,1,1,,270.08,82242.11
10771,2025-12-18,2668,45,9,10,171.82,42.19,24769.07
10772,,292,21,9,9,1497.36,150.0,89652.02
10773,,2607,20,14,10,814.97,154.46,117230.62
10774,,1926,20,9,8,836.52,161.49,124255.78
10775,,1212,27,7,11,1134.44,63.65,87450.22
10776,,2314,22,5,3,273.92,60.1,9300.43
10777,,876,94,12,2,1848.65,453.33,194101.22
10778,,1200,14,13,4,967.41,133.91,162508.69
10780,,1550,79,4,6,509.96,118.4,26702.67
10781,,1141,14,3,12,1255.93,207.14,65128.46
10782,,191,70,1,8,575.99,,104289.87
10783,2025-06-24,1677,58,8,11,293.49,,
10784,,2201,10,8,12,1988.69,182.2,
10785,2026-01-02,1355,63,7,3,1017.77,,32381.84
10786,,1676,6,6,3,1590.17,194.22,
10787,,2889,79,10,4,,56.66,
10788,,907,58,2,6,576.64,84.91,51318.06
10789,,2035,35,9,7,1858.38,325.18,196832.21
10790,,1352,54,3,5,1150.86,84.35,75608.38
10791,2025-05-02,2476,79,5,3,,35.31,58958.42
10792,,1268,30,7,5,573.88,71.66,
10793,,658,45,1,5,1971.09,,71214.0
10794,,2733,78,10,6,1993.95,259.55,234831.42
10795,,424,45,9,5,1188.84,,
10796,,1537,24,5,1,1066.96,86.34,117939.23
10797,,255,80,12,1,1798.12,156.31,167132.08
10798,,2469,37,12,4,874.83,177.8,54155.63
10799,2025-01-12,610,80,5,11,1687.77,305.49,162770.92
10800,,2419,18,6,10,1367.06,160.82,132778.39
10801,,1483,73,6,9,,638.62,
10802,,2253,2,12,12,1857.66,415.72,73286.18
10803,2025-01-29,1989,74,2,3,1532.77,285.2,37209.96
10804,,2773,8,6,5,995.75,,93750.22
10805,,380,63,4,4,1546.97,349.08,309270.42
10806,,302,38,5,10,235.21,56.4,28182.75
10807,,664,59,5,5,1964.94,353.64,134804.94
10808,,404,5,6,4,1974.99,356.97,356694.11
10809,,526,43,11,6,1908.67,,337533.48
10810,2025-12-23,1498,74,6,7,,425.19,351877.52
10811,,2624,52,4,10,490.25,93.96,
10812,2025-10-26,2290,53,9,8,1928.62,422.33,264439.36
10813,,2410,33,12,8,456.32,70.0,66540.13
10814,,2627,19,14,7,,54.58,13276.03
10815,,2937,64,3,4,941.56,112.52,
10816,,2420,44,10,2,1436.59,,202871.84
10817,,1523,66,14,5,1916.22,303.11,
10818,,2945,55,9,12,646.39,111.92,36077.87
10819,,586,6,8,1,885.46,112.75,154660.63
10820,,3518,71,3,4,193.75,24.83,21243.82
10821,,985,68,5,3,,111.9,30921.3
10822,,1990,44,15,8,1301.16,,167665.93
10823,,434,16,10,11,1192.67,273.61,190781.8
10824,,1368,79,3,7,585.6,134.1,46471.48
10825,,2615,80,14,3,1942.86,131.03,
10826,,2136,69,12,9,1347.42,220.5,55427.8
